zpid,streetAddress,zipcode,price,bathrooms,bedrooms,livingArea,homeType,lotAreaValue
2058212119,Leafy Southwest Rd,34953,90000.0,,,,LOT,0.26000918273645546
,,,,,,,,
47823758,1792 SW Cochran St,34953,399000.0,2.0,3.0,2049.0,SINGLE_FAMILY,0.5100091827364555
47839637,1050 SW Jericho Ave,34953,425000.0,2.0,3.0,1542.0,SINGLE_FAMILY,10000.0
47844287,437 SW Kentwood Rd,34953,247200.0,2.0,3.0,2422.0,SINGLE_FAMILY,0.28999081726354453
66207423,3781 SW Carmody St,34953,480000.0,3.0,4.0,2320.0,SINGLE_FAMILY,10454.0
70407839,1080 SW Romaine Ln,34953,415000.0,2.0,4.0,2193.0,SINGLE_FAMILY,10000.0
70410800,125 SW Covington Rd,34953,365000.0,2.0,4.0,2108.0,SINGLE_FAMILY,9652.0
103543539,1633 SW Abingdon Ave,34953,425100.0,,,,LOT,0.0
103563280,4121 SW Tumble St,34953,100000.0,,,,SINGLE_FAMILY,10000.0
103579795,1743 SW Bellevue Ave,34953,420000.0,2.0,4.0,2134.0,SINGLE_FAMILY,10454.0
103594971,3033 SW Savona Blvd,34953,500000.0,3.0,4.0,2264.0,SINGLE_FAMILY,10000.0
103605987,1451 SW Becker Rd,34953,388165.0,2.0,4.0,1828.0,SINGLE_FAMILY,10000.0
47824059,1908 SW Aguero St,34953,340000.0,2.0,3.0,1720.0,SINGLE_FAMILY,0.0
103532876,1081 SW McDevitt Ave,34953,404000.0,,,,LOT,0.25
103593230,3972 SW Helmlinger St,34953,382000.0,0.0,,,LOT,10000.0
103603728,1526 SW Apache Ave,34953,394900.0,,,,LOT,10018.8
47844147,349 SW Cherryhill Rd,34953,774600.0,2.0,3.0,1176.0,SINGLE_FAMILY,10454.0
70408794,709 SW Jacoby Ave,34953,495000.0,2.0,3.0,1750.0,SINGLE_FAMILY,10454.0
81408175,111 SW Milburn Cir,34953,480000.0,2.0,4.0,2382.0,SINGLE_FAMILY,10000.0
103522144,1651 SW Crawford Ave,34953,399000.0,2.0,4.0,1844.0,SINGLE_FAMILY,10000.0
103586033,1974 SW Lennox St,34953,404600.0,2.0,4.0,1806.0,SINGLE_FAMILY,10000.0
47839304,1534 SW Kamchatka Ave,34953,365000.0,2.0,3.0,1152.0,SINGLE_FAMILY,10000.0
47839934,433 SW Millard Dr,34953,300000.0,2.0,3.0,1436.0,SINGLE_FAMILY,10454.0
66207319,1225 SW Hunnicut Ave,34953,265000.0,2.0,3.0,1599.0,SINGLE_FAMILY,10000.0
81387472,2971 SW Rosetta St,34953,459000.0,2.0,4.0,2128.0,SINGLE_FAMILY,10000.0
81392184,2862 SW Giralda St,34953,506000.0,3.0,4.0,2393.0,SINGLE_FAMILY,10000.0
98326997,1686 SW Rosser Blvd,34953,101000.0,,,,LOT,0.28000459136822775
103539056,2306 SW Pamona St,34953,98500.0,,,,LOT,10001.376
103561784,658 SW Gailbreath Ave,34953,382000.0,,,,LOT,10000.0
103573840,4625 SW Scanavino St,34953,100500.0,,,,LOT,10000.0
103588607,2192 SW Harrison Ave,34953,502500.0,2.0,4.0,2256.0,SINGLE_FAMILY,10454.0
103592068,738 SW Tulip Blvd,34953,485500.0,0.0,0.0,10000.0,LOT,10454.0
103600079,4134 SW Bamberg St,34953,98000.0,0.0,,,LOT,10001.0
103611702,830 SW Durham Ter,34953,358000.0,,,,LOT,10000.0
337760615,2626 SW Dalpina Rd,34953,97000.0,0.0,,,SINGLE_FAMILY,10018.0
81409234,1999 SW Gourmet St,34953,505000.0,3.0,4.0,2346.0,SINGLE_FAMILY,0.26000918273645546
103524312,3256 SW Hambrick St,34953,382500.0,2.0,4.0,1754.0,SINGLE_FAMILY,10000.0
103587185,2742 SW Pierson Rd,34953,108500.0,,,,SINGLE_FAMILY,0.28999081726354453
103597442,1001 SW Dubuque Ave,34953,383165.0,2.0,4.0,1828.0,SINGLE_FAMILY,0.25
103597666,773 SW Tupper Ln,34953,108500.0,0.0,,,LOT,10000.0
103599562,1037 SW Mantilla Ave,34953,380000.0,2.0,4.0,1356.0,SINGLE_FAMILY,10001.376
103605556,3733 SW Wycoff St,34953,475000.0,2.0,4.0,2234.0,SINGLE_FAMILY,10454.0
103610072,843 SW California Blvd,34953,460000.0,3.0,4.0,2127.0,SINGLE_FAMILY,10018.0
188508826,817 SW Butterfly Ter,34953,400000.0,2.0,4.0,1806.0,SINGLE_FAMILY,10000.0
47822170,2269 SW Edison Cir,34953,360000.0,2.0,4.0,1808.0,SINGLE_FAMILY,9976.0
47823338,1182 SW Del Rio Blvd,34953,399000.0,2.0,3.0,1804.0,SINGLE_FAMILY,10001.376
47823393,1986 SW Gold Ln,34953,350000.0,2.0,3.0,1367.0,SINGLE_FAMILY,0.2699954086317723
47829412,1099 SW Alexandria Ave,34953,430000.0,2.0,3.0,2194.0,SINGLE_FAMILY,10000.0
47832153,1512 SW Hunnicut Ave,34953,303000.0,2.0,2.0,953.0,SINGLE_FAMILY,10000.0
66207644,3851 SW McCrory St,34953,420000.0,2.0,4.0,2156.0,SINGLE_FAMILY,9825.0
66208706,2149 SW Alloway Ave,34953,360000.0,2.0,4.0,1730.0,SINGLE_FAMILY,10000.0
70406558,580 SW Bailey Ter,34953,410000.0,2.0,3.0,1986.0,SINGLE_FAMILY,10454.0
70409864,4558 SW Scope St,34953,399900.0,2.0,3.0,1986.0,SINGLE_FAMILY,0.0
70409974,4272 SW Carl St,34953,437000.0,2.0,4.0,2236.0,SINGLE_FAMILY,10000.0
70410210,4292 SW Paley Rd,34953,417000.0,2.0,4.0,2216.0,SINGLE_FAMILY,10000.0
81403527,1010 SW Facet Ave,34953,486000.0,2.0,4.0,2128.0,SINGLE_FAMILY,10000.0
103521090,1907 SW Aladdin St,34953,99000.0,,,,SINGLE_FAMILY,10454.0
103528611,4010 SW Darwin Blvd,34953,375500.0,0.0,0.0,1806.0,LOT,10018.0
103533342,1679 SW La Gorce Ave,34953,379900.0,2.0,3.0,1348.0,SINGLE_FAMILY,10454.0
103533503,181 SW North Wakefield Cir,34953,372000.0,2.0,3.0,1552.0,SINGLE_FAMILY,10000.0
103534957,2696 SW Ann Arbor Rd,34953,396165.0,2.0,4.0,1828.0,SINGLE_FAMILY,0.28999081726354453
103557444,3597 SW San Benito St,34953,500000.0,4.0,4.0,2223.0,SINGLE_FAMILY,10000.0
103597890,2155 SW Idaho Ln,34953,373600.0,,,,LOT,10000.0
103605213,1913 SW Beauregard St,34953,420000.0,2.0,4.0,1775.0,SINGLE_FAMILY,10454.0
2058329446,843 SW California Blvd #139,34953,459995.0,3.0,4.0,2127.0,SINGLE_FAMILY,10000.0
47824116,1962 SW Capri St,34953,265000.0,2.0,2.0,925.0,SINGLE_FAMILY,10000.0
47826364,2273 SW Mount Vernon St,34953,305000.0,2.0,3.0,988.0,SINGLE_FAMILY,10454.0
47832117,4181 SW Rardin St,34953,375000.0,2.0,3.0,1433.0,SINGLE_FAMILY,10000.0
81407303,2225 SW Marshfield Ct,34953,267000.0,3.0,2.0,1303.0,TOWNHOUSE,1786.0
90168173,1918 SW Hampshire Ln,34953,392000.0,2.0,4.0,1847.0,SINGLE_FAMILY,10454.0
103562400,1092 SW California Blvd,34953,94000.0,,,,LOT,10000.0
103578514,4009 SW Canrady St,34953,399999.0,2.0,4.0,1874.0,SINGLE_FAMILY,0.0
103599952,SW Union Ter,34953,400165.0,,,,SINGLE_FAMILY,10454.0
47840316,202 SW Elderberry Dr,34953,405000.0,3.0,4.0,2143.0,SINGLE_FAMILY,10000.0
66208958,4641 SW Obelisk St,34953,385000.0,2.0,3.0,1814.0,SINGLE_FAMILY,10000.0
66219709,765 SW Sail Ter,34953,340000.0,2.0,3.0,1872.0,SINGLE_FAMILY,10000.0
82616295,526 SW Laconic Ave,34953,420000.0,2.0,3.0,1506.0,SINGLE_FAMILY,0.0
103530386,363 SW Becker Rd,34953,479900.0,3.0,4.0,2236.0,SINGLE_FAMILY,0.0
103531140,982 SW Whittier Ter,34953,321000.0,2.0,2.0,1239.0,SINGLE_FAMILY,10000.0
103573465,1874 SW Citadel Ave,34953,397900.0,,,,LOT,10000.0
103587142,354 SW Saginaw Ave,34953,98000.0,0.0,,,LOT,0.28999081726354453
103600823,3181 SW Cathedral St,34953,95100.0,,,,SINGLE_FAMILY,10000.0
2057743775,2486 SE Whitehorse St #96,34953,486045.0,3.0,4.0,2127.0,SINGLE_FAMILY,10000.0
47824514,2192 SW Monterrey Ln,34953,350000.0,2.0,3.0,1609.0,SINGLE_FAMILY,10001.376
47826773,2241 SW Lawrence St,34953,345000.0,2.0,3.0,1504.0,SINGLE_FAMILY,10454.0
47833379,1018 SW Abingdon Ave,34953,395000.0,3.0,4.0,1776.0,SINGLE_FAMILY,10000.0
66206639,3425 SW Ronald St,34953,360000.0,2.0,3.0,1345.0,SINGLE_FAMILY,10000.0
81406801,4041 SW Jaqust St,34953,514000.0,2.0,4.0,2310.0,SINGLE_FAMILY,9931.0
82618817,249 SW North Wakefield Cir,34953,487500.0,3.0,4.0,2371.0,SINGLE_FAMILY,0.31000918273645545
103523238,3174 SW Cathedral St,34953,110000.0,,,,LOT,10000.0
2058198331,2632 SW Harem Cir,34953,400165.0,3.0,4.0,1916.0,SINGLE_FAMILY,10454.0
47823833,1457 SW Sudder Ave,34953,48900.0,2.0,3.0,1654.0,SINGLE_FAMILY,10454.0
47824810,611 SW Port Street Lucie Blvd,34953,300000.0,2.0,3.0,1584.0,SINGLE_FAMILY,10001.0
47838966,1914 SW Notre Dame Ave,34953,325000.0,2.0,3.0,1418.0,SINGLE_FAMILY,10000.0
47841330,121 SW Saratoga Ave,34953,605000.0,3.0,4.0,2182.0,SINGLE_FAMILY,4247.0
81398643,1884 SW Jamesport Dr,34953,120000.0,2.5,4.0,2731.0,SINGLE_FAMILY,5980.0
103517709,258 SW Kestor Dr,34953,336000.0,0.0,2.0,1239.0,LOT,10000.0
103526185,1158 SW Del Rio Blvd,34953,410000.0,2.0,4.0,1796.0,SINGLE_FAMILY,10454.0
103529287,1020 SW Aurelia Ave,34953,100000.0,,,,LOT,0.26000918273645546
103540235,2550 SW Halissee St,34953,457585.0,3.0,4.0,2127.0,SINGLE_FAMILY,10000.0
103555569,1598 SW Falmouth Ave,34953,367900.0,2.0,3.0,1463.0,SINGLE_FAMILY,10625.0
103565214,4425 SW Rosser Blvd,34953,412500.0,2.0,5.0,2105.0,SINGLE_FAMILY,10000.0
103602795,2317 SW Neal Rd,34953,420000.0,,,,LOT,0.2699954086317723
103605851,2902 SW Fluvia St,34953,391000.0,,,,LOT,10000.0
47822412,514 SW Bailey Ter,34953,290000.0,2.0,3.0,1921.0,SINGLE_FAMILY,10000.0
47824454,2021 SW Grape Ct,34953,288000.0,2.0,3.0,1008.0,SINGLE_FAMILY,10250.0
47824883,631 SW Post Ter,34953,349900.0,2.0,3.0,1726.0,SINGLE_FAMILY,10000.0
47829122,2911 SW Lucerne St,34953,185000.0,2.0,3.0,1515.0,SINGLE_FAMILY,10001.0
47839197,2033 SW Justison Ave,34953,320000.0,3.0,4.0,2539.0,SINGLE_FAMILY,0.0
66208691,1874 SW Nantucket Ave,34953,470000.0,2.0,3.0,1808.0,SINGLE_FAMILY,9965.0
70408011,1221 SW Emerald Ave,34953,470000.0,2.0,3.0,1803.0,SINGLE_FAMILY,0.0
70416987,2120 SW Marblehead Way,34953,390000.0,2.0,3.0,1812.0,SINGLE_FAMILY,10019.0
81388413,2218 SW Marshfield Ct,34953,270000.0,3.0,2.0,1303.0,TOWNHOUSE,1786.0
82613552,3338 SW Esperanto St,34953,425000.0,3.0,3.0,2025.0,SINGLE_FAMILY,10454.0
97295922,949 SW Sultan Dr,34953,362000.0,,,,LOT,10000.0
103522231,3741 SW Wycoff St,34953,377000.0,2.0,4.0,1624.0,SINGLE_FAMILY,10454.0
103523421,1138 SW Becker Rd,34953,77500.0,,,,SINGLE_FAMILY,0.2699954086317723
103528081,361 SW Becker Rd,34953,99000.0,,,,LOT,10454.0
103537979,196 SW Paar Dr,34953,155000.0,,,,LOT,0.46655188246097334
103556697,2619 SW Ace Rd,34953,466000.0,3.0,4.0,2218.0,SINGLE_FAMILY,0.3199954086317723
103569560,447 SW Paar Dr,34953,91000.0,,,,LOT,10000.0
103588027,351 SW Kestor Dr,34953,118000.0,,,,LOT,0.28000459136822775
103595851,2942 SW Vittorio St,34953,92000.0,0.0,,,LOT,10000.0
103600432,1381 SW Edinburgh Dr,34953,414900.0,2.0,4.0,1851.0,SINGLE_FAMILY,0.25826446280991733
103601319,971 SW Cairo Ave,34953,376165.0,2.0,4.0,1828.0,SINGLE_FAMILY,10454.0
103606109,3502 SW Rosardo St,34953,98500.0,,,,SINGLE_FAMILY,0.3199954086317723
47829801,1161 SW Midland Ln,34953,305000.0,2.0,2.0,953.0,SINGLE_FAMILY,0.0
47839602,4243 SW Utterback St,34953,215000.0,2.0,3.0,1200.0,SINGLE_FAMILY,10018.0
66205863,1902 SW Erie St,34953,388000.0,2.0,4.0,2148.0,SINGLE_FAMILY,0.0
103516120,571 SW Lawler Ave,34953,97500.0,,,,SINGLE_FAMILY,0.25
103535335,3373 SW Port Street Lucie Blvd,34953,347000.0,,,,SINGLE_FAMILY,10000.0
103550640,2033 SW Susset Ln,34953,469000.0,3.0,4.0,2214.0,SINGLE_FAMILY,10000.0
2068826528,3549 SW Port Saint Lucie Blvd,34953,80000.0,,,,LOT,10000.0
47833272,3472 SW Hale St,34953,359000.0,2.0,3.0,1396.0,SINGLE_FAMILY,10000.0
66207121,1559 SW Hunnicut Ave,34953,400000.0,2.0,3.0,1862.0,SINGLE_FAMILY,10454.0
70406947,2049 SW Capeador St,34953,409950.0,3.0,4.0,2110.0,SINGLE_FAMILY,10454.0
70410114,563 SW Crawfish Dr,34953,435000.0,2.0,3.0,1955.0,SINGLE_FAMILY,0.3
81407195,2725 SW Rosser Blvd,34953,415000.0,3.0,4.0,2648.0,SINGLE_FAMILY,10000.0
103522285,263 SW Becker Rd,34953,557000.0,,,,LOT,1.4899908172635445
103533618,1158 SW Lawndale Ave,34953,79000.0,,,,SINGLE_FAMILY,10000.0
103541195,1818 SW Davis St,34953,510000.0,4.0,4.0,2950.0,SINGLE_FAMILY,10375.0
103575576,4581 SW Scope St,34953,100000.0,,,,SINGLE_FAMILY,10454.0
103578364,602 SW Sansom Ln,34953,377000.0,2.0,3.0,1552.0,SINGLE_FAMILY,10000.0
103584670,117 SW Ridgecrest Dr,34953,100000.0,,,,LOT,0.25
103599015,2201 SW Gables Ave,34953,388165.0,2.0,4.0,1828.0,SINGLE_FAMILY,0.26000918273645546
47829672,3415 SW Voyager St,34953,390000.0,2.0,3.0,1803.0,SINGLE_FAMILY,10000.0
103582554,3026 SW LUCERNE ST,34953,439000.0,3.0,4.0,2078.0,SINGLE_FAMILY,
103585890,1872 SW Dreyfuss Blvd,34953,505000.0,0.0,4.0,2345.0,LOT,0.25
103590623,1932 SW Erie St,34953,96100.0,0.0,,,LOT,10001.0
47823553,1650 SW Cashmere Blvd,34953,349900.0,2.0,3.0,1472.0,SINGLE_FAMILY,0.26239669421487605
47839737,4714 SW Yacolt Dr,34953,215000.0,2.0,3.0,1166.0,SINGLE_FAMILY,0.2599862258953168
84634498,2619 SW Marshfield Ct,34953,290000.0,3.0,3.0,1490.0,TOWNHOUSE,1786.0
103516157,4420 SW Grace Ct,34953,77000.0,,,,LOT,0.28200000000000003
103534337,1733 SW Commerce Ave,34953,445900.0,3.0,4.0,2265.0,SINGLE_FAMILY,10000.0
103547987,3201 SW Regatta St,34953,386165.0,2.0,4.0,1828.0,SINGLE_FAMILY,0.28999081726354453
103561588,475 SW Kestor Dr,34953,410000.0,2.0,4.0,1960.0,SINGLE_FAMILY,0.2699954086317723
103561776,1001 SW McCracken Ave,34953,380000.0,2.0,3.0,1446.0,SINGLE_FAMILY,10000.0
103605044,3332 SW Himango St,34953,445000.0,2.0,3.0,1768.0,SINGLE_FAMILY,10000.0
251240030,4119 SW Daniff St,34953,440000.0,3.0,4.0,2052.0,SINGLE_FAMILY,10000.0
2058108941,750 SW Abraham Ave,34953,99000.0,,,,LOT,10000.0
47826918,2370 SW Dodge Ter,34953,365000.0,2.0,3.0,1484.0,SINGLE_FAMILY,0.0
47830181,1442 SW Santiago Ave,34953,385000.0,2.0,3.0,1808.0,SINGLE_FAMILY,10000.0
70408944,3742 SW Darwin Blvd,34953,400000.0,2.0,4.0,2090.0,SINGLE_FAMILY,10000.0
81391816,4690 SW Scanavino St,34953,515000.0,3.0,4.0,3029.0,SINGLE_FAMILY,0.28000459136822775
81395385,372 SW Dagget Ave,34953,425000.0,2.0,4.0,2059.0,SINGLE_FAMILY,10000.0
103528942,1572 SW Paar Dr,34953,395165.0,2.0,4.0,1916.0,SINGLE_FAMILY,0.2699954086317723
103534126,2118 SW Alloway Ave,34953,110000.0,,,,LOT,0.26000918273645546
103564392,1595 SW Hunnicut Ave,34953,102000.0,,,,LOT,0.2699954086317723
47822258,2635 SW Harem Cir,34953,241000.0,2.0,3.0,1436.0,SINGLE_FAMILY,10000.0
66207485,1972 SW Janette Ave,34953,415000.0,2.0,4.0,2040.0,SINGLE_FAMILY,0.0
66209296,2249 SW Crocus Ln,34953,645000.0,3.0,4.0,2260.0,SINGLE_FAMILY,0.35
81402461,1966 SW Dorado Ln,34953,378000.0,2.0,4.0,1800.0,SINGLE_FAMILY,10000.0
103516896,225 SW Fernleaf Trl,34953,705000.0,3.0,4.0,2752.0,SINGLE_FAMILY,0.2747
103517361,2189 SW Monterrey Ln,34953,380000.0,2.0,4.0,1867.0,SINGLE_FAMILY,10000.0
103569357,1457 SW Jacksonville Ave,34953,464000.0,3.0,4.0,2279.0,SINGLE_FAMILY,10000.0
47844501,2981 SW Ann Arbor Rd,34953,290000.0,2.0,2.0,988.0,SINGLE_FAMILY,10454.0
81403888,2253 SW Portsmouth Ln,34953,318000.0,3.0,3.0,1820.0,TOWNHOUSE,2831.0
103520469,2549 SW Grotto Cir,34953,390000.0,2.0,4.0,1828.0,SINGLE_FAMILY,10454.0
103557998,1821 SW Bismarck St,34953,91000.0,3.0,4.0,2127.0,SINGLE_FAMILY,10000.0
103569158,2266 SW Cameo Blvd,34953,317000.0,2.0,3.0,1300.0,SINGLE_FAMILY,10000.0
103597618,4318 SW Jarmer Rd,34953,358000.0,,,,LOT,9790.0
47840393,120 SW Exora Ter,34953,225000.0,2.0,3.0,1224.0,SINGLE_FAMILY,10000.0
47841287,151 SW Gettysburg Dr,34953,327000.0,2.0,3.0,1890.0,SINGLE_FAMILY,0.5600091827364555
47844275,418 SW Kentwood Rd,34953,275000.0,2.0,3.0,1320.0,SINGLE_FAMILY,0.3199954086317723
103518455,1702 SW Aztec Ave,34953,503000.0,3.0,4.0,2395.0,SINGLE_FAMILY,10454.0
103520033,122 SW Euler Ave,34953,465000.0,2.0,3.0,2125.0,SINGLE_FAMILY,10000.0
103527068,2149 SW Susset Ln,34953,95000.0,,,,SINGLE_FAMILY,10000.0
103571570,2010 SW Beard St,34953,99000.0,,,,SINGLE_FAMILY,10000.0
103595604,1371 SW Doric Ct,34953,96000.0,,,,SINGLE_FAMILY,0.2699954086317723
103605530,262 SW Glen Rd,34953,112000.0,,,,LOT,0.0
103606672,2992 SW Giralda St,34953,96000.0,0.0,,,LOT,0.32998163452708906
338682522,2126 SW Idaho Ln,34953,369000.0,0.0,,,SINGLE_FAMILY,10018.0
47823705,1826 SW Cycle St,34953,225000.0,2.0,2.0,953.0,SINGLE_FAMILY,10454.0
66207596,942 SW McComkle Ave,34953,384000.0,3.0,4.0,1818.0,SINGLE_FAMILY,10001.376
103521359,1351 SW Calmar Ave,34953,445000.0,3.0,4.0,2232.0,SINGLE_FAMILY,0.28999081726354453
103550817,4244 SW Jared St,34953,527000.0,3.0,4.0,2213.0,SINGLE_FAMILY,0.25
103554130,1069 SW Adventure Ln,34953,398000.0,2.0,4.0,1806.0,SINGLE_FAMILY,10454.0
103568843,414 SW Ridgecrest Dr,34953,439900.0,2.0,4.0,1827.0,SINGLE_FAMILY,10000.0
246876389,4481 SW Hagaplan St,34953,526000.0,3.0,4.0,2237.0,SINGLE_FAMILY,10000.0
47824429,808 SW Jennifer Ter,34953,380000.0,2.0,3.0,1329.0,SINGLE_FAMILY,0.46999540863177225
47829064,1522 SW Apricot Rd,34953,485000.0,2.0,3.0,1886.0,SINGLE_FAMILY,9871.0
47829535,1097 SW Mataro Ave,34953,439900.0,3.0,3.0,1906.0,SINGLE_FAMILY,0.2713728191000918
47833263,425 SW Prater Ave,34953,355000.0,2.0,3.0,1418.0,SINGLE_FAMILY,10454.0
66207878,2666 SW Cadet Cir,34953,500000.0,2.0,4.0,2464.0,SINGLE_FAMILY,10000.0
81408833,4310 SW Jarmer Rd,34953,470000.0,3.0,4.0,2223.0,SINGLE_FAMILY,0.0
103539467,2313 Pamona St,34953,112000.0,,,,LOT,0.3199954086317723
103546591,1454 SW Santiago Ave,34953,100000.0,0.0,,,LOT,10000.0
97858095,3113 SW Nutley St,34953,1683000.0,0.0,,,LOT,0.28999081726354453
103561964,363 SW Nabble Ave,34953,473000.0,3.0,4.0,2342.0,SINGLE_FAMILY,10058.0
103565195,4117 SW Darien St,34953,415000.0,2.0,3.0,1793.0,SINGLE_FAMILY,10001.376
103584774,1089 Bellevue Ave,34953,365000.0,2.0,3.0,1336.0,SINGLE_FAMILY,10000.0
47843782,756 SW Dalton Cir,34953,390000.0,2.0,3.0,1860.0,SINGLE_FAMILY,10019.0
70406890,1392 SW Sudder Ave,34953,380000.0,2.0,4.0,1644.0,SINGLE_FAMILY,10000.0
70409636,1990 SW Justison Ave,34953,368300.0,2.0,3.0,2329.0,SINGLE_FAMILY,0.5099862258953168
103518377,242 SW Becker Rd,34953,80000.0,,,,SINGLE_FAMILY,10454.0
103523039,2520 SW Cameo Blvd,34953,317000.0,0.0,0.0,,LOT,10001.0
103534655,2402 SW Vardon St,34953,361900.0,,,,SINGLE_FAMILY,10454.0
103558084,901 SW Consolata Ave,34953,99000.0,,,,LOT,10454.0
103560672,2647 SW Chestnut Ln,34953,400000.0,2.0,4.0,1836.0,SINGLE_FAMILY,
103579443,3174 SW Centamino St,34953,96000.0,0.0,,,LOT,10454.0
103590413,1722 SW Lofgren Ave,34953,419000.0,,,,SINGLE_FAMILY,9583.2
47833190,401 SW Dagget Ave,34953,350000.0,2.0,3.0,1505.0,SINGLE_FAMILY,10000.0
47840595,2401 SW Halissee St,34953,411000.0,2.0,3.0,1504.0,SINGLE_FAMILY,0.28000459136822775
66205912,1001 SW Bay State Rd,34953,414000.0,2.0,3.0,1995.0,SINGLE_FAMILY,0.3013085399449036
69222541,2281 SW Savage Blvd,34953,380000.0,2.0,3.0,1858.0,SINGLE_FAMILY,10000.0
70407438,1534 SW Lexington Dr,34953,536000.0,3.0,4.0,2333.0,SINGLE_FAMILY,10000.0
103524954,2049 SW Fears Ave,34953,325000.0,,,,LOT,10000.0
103536380,2440 SW Webster Ln,34953,397000.0,2.0,3.0,1697.0,SINGLE_FAMILY,0.0
103568790,122 SW Tulip Blvd,34953,310000.0,,,,LOT,10000.0
103590412,SW Del Rio Blvd,34953,480000.0,2.0,4.0,2011.0,SINGLE_FAMILY,10000.0
103595137,151 SW Becker Rd,34953,445500.0,3.0,4.0,1973.0,SINGLE_FAMILY,10000.0
47823221,3278 SW Constellation Rd,34953,270000.0,2.0,3.0,1568.0,SINGLE_FAMILY,10000.0
47823891,1662 SW Carillo Ave,34953,363000.0,2.0,3.0,1852.0,SINGLE_FAMILY,0.2699954086317723
47824757,745 SW Monsoon Rd,34953,230000.0,2.0,2.0,1026.0,SINGLE_FAMILY,0.0
47824790,2278 SW Cameo Blvd,34953,320000.0,2.0,3.0,1358.0,SINGLE_FAMILY,10001.376
47826252,2002 SW Hobby Ct,34953,499000.0,3.0,4.0,2549.0,SINGLE_FAMILY,0.4964416896235078
47826895,1417 SW Vicuna Ln,34953,170000.0,2.0,3.0,1470.0,SINGLE_FAMILY,9939.0
47839911,567 SW Nagle Pl,34953,295000.0,2.0,3.0,1125.0,SINGLE_FAMILY,9986.0
47840658,2237 SW Salmon Rd,34953,486000.0,2.0,3.0,1767.0,SINGLE_FAMILY,10000.0
47844245,274 SW Kimball Cir,34953,285000.0,2.0,4.0,1476.0,SINGLE_FAMILY,10454.0
47857287,554 SW Sara Blvd,34953,225000.0,2.0,3.0,1062.0,SINGLE_FAMILY,4223.0
66205653,661 SW Pueblo Ter,34953,384000.0,2.0,3.0,1986.0,SINGLE_FAMILY,10000.0
66208980,4214 SW Jarmer Rd,34953,380000.0,4.0,3.0,1598.0,SINGLE_FAMILY,10000.0
70406614,1642 SW Glacador Ave,34953,395000.0,2.0,3.0,1776.0,SINGLE_FAMILY,10000.0
70408443,1055 SW Hamrock Ave,34953,330000.0,2.0,3.0,1825.0,SINGLE_FAMILY,0.0
81407882,2246 SW Rockport Rd,34953,240000.0,3.0,3.0,1490.0,TOWNHOUSE,1785.96
98960958,3438 SW Funtuna St,34953,465000.0,3.0,4.0,2370.0,SINGLE_FAMILY,10000.0
103516259,3717 SW Kistler St,34953,440000.0,2.0,4.0,1806.0,SINGLE_FAMILY,10000.0
103538600,423 SW Vista Lake Dr,34953,589000.0,3.0,4.0,2338.0,SINGLE_FAMILY,0.25
103540075,110 SW Ridgecrest Dr,34953,420000.0,2.0,4.0,1827.0,SINGLE_FAMILY,9988.0
103542432,1201 SW Fountain Ave,34953,80000.0,,,,LOT,0.27
103558539,4008 SW Savona Blvd,34953,388165.0,2.0,4.0,1828.0,SINGLE_FAMILY,10454.0
103561311,2901 SW Boxwood Cir,34953,400165.0,3.0,4.0,1916.0,SINGLE_FAMILY,0.3
103569713,1254 SW Santiago Ave,34953,397165.0,2.0,4.0,1828.0,SINGLE_FAMILY,10000.0
103570498,3155 SW Ann Arbor Rd,34953,393165.0,2.0,4.0,1828.0,SINGLE_FAMILY,0.26000918273645546
103576256,402 SW Feldman Ave,34953,410900.0,2.0,3.0,1680.0,SINGLE_FAMILY,9949.0
103591921,917 SW Fisherman Ave,34953,421000.0,2.0,3.0,1637.0,SINGLE_FAMILY,0.0
103610284,3632 SW Vollmer St,34953,84000.0,,,,LOT,9929.0
47829144,2802 SW Lucerne St,34953,80000.0,2.0,3.0,1624.0,SINGLE_FAMILY,0.25
47833475,2635 SW Cadet Cir,34953,345000.0,2.0,3.0,1591.0,SINGLE_FAMILY,10019.0
47838764,1625 SW Abingdon Ave,34953,460000.0,2.0,4.0,2083.0,SINGLE_FAMILY,0.45679522497704317
47840144,535 SW Knox Ct,34953,440000.0,2.0,3.0,1772.0,SINGLE_FAMILY,0.41999540863177226
81410653,490 SW Laconic Ave,34953,358300.0,2.0,3.0,1739.0,SINGLE_FAMILY,10000.0
82631107,1858 SW Beeker St,34953,546000.0,3.0,4.0,2395.0,SINGLE_FAMILY,10454.0
103515567,2610 SW Harem Cir,34953,386165.0,2.0,4.0,1828.0,SINGLE_FAMILY,10454.0
103553643,1173 SW Fargo Ave,34953,95000.0,,,,LOT,10000.0
103555253,1317 SW Colorado Ave,34953,370000.0,,,,SINGLE_FAMILY,0.2599862258953168
103555868,3266 SW Foremost Dr,34953,96000.0,2.0,4.0,1806.0,SINGLE_FAMILY,10000.0
103581725,2530 SW Halissee St,34953,475100.0,0.0,,,LOT,10000.0
103589420,2950 SW Romano Rd,34953,318000.0,,,,SINGLE_FAMILY,10000.0
103592757,2701 SW Port Street Lucie Blvd,34953,190000.0,0.0,,,LOT,0.2799816345270891
103593466,4201 SW Savona Blvd,34953,381165.0,2.0,4.0,1828.0,SINGLE_FAMILY,0.25
