47830996,111 SW Chapman Ave,34984,370000.0,2.0,3.0,1957.0,SINGLE_FAMILY,10000.0
70407545,241 SW Starfish Ave,34984,410000.0,2.0,4.0,1995.0,SINGLE_FAMILY,10000.0
103561765,126 SW Voltair Ter,34984,479000.0,3.0,4.0,2182.0,SINGLE_FAMILY,10000.0
103606365,113 SW Fairchild Ave,34984,115000.0,,,,LOT,10000.0
47831633,2562 SW Bayshore Blvd,34984,356000.0,2.0,3.0,1510.0,SINGLE_FAMILY,10019.0
47856926,2601 SE Erickson Dr,34984,359000.0,2.0,3.0,2041.0,SINGLE_FAMILY,0.46000918273645547
47857183,163 SE Osprey Rdg,34984,621000.0,2.0,4.0,3172.0,SINGLE_FAMILY,0.5298438934802571
103545344,401 SW Seaflower Ter,34984,475000.0,,,,SINGLE_FAMILY,0.3199954086317723
103611109,331 SW Thornhill Dr,34984,355900.0,2.0,3.0,1270.0,SINGLE_FAMILY,10000.0
47830338,2062 SE Floresta Dr,34984,416000.0,2.0,4.0,1930.0,SINGLE_FAMILY,10000.0
66206293,1986 SW Brisbane St,34984,302000.0,2.0,3.0,1214.0,SINGLE_FAMILY,10019.0
47841931,3110 SE Card Ter,34984,250000.0,2.0,3.0,1253.0,SINGLE_FAMILY,0.3600091827364555
81401499,343 SW Majestic Ter,34984,370000.0,3.0,5.0,2576.0,SINGLE_FAMILY,10000.0
308929678,447 SE Vallarta Dr,34984,525000.0,2.0,3.0,1972.0,SINGLE_FAMILY,9583.0
47857522,3353 SE East Snow Rd,34984,515000.0,2.0,3.0,1678.0,SINGLE_FAMILY,0.5199954086317723
98960995,2401 SE North Lookout Blvd,34984,1650000.0,6.0,7.0,4080.0,SINGLE_FAMILY,1.1600091827364554
2066647461,448 Mulberry Way,34984,475000.0,2.0,3.0,1695.0,SINGLE_FAMILY,6098.0
70417999,550 SE Penn Ave,34984,428000.0,2.0,4.0,2110.0,SINGLE_FAMILY,0.0
125976348,223 SE Courances Dr,34984,422800.0,2.0,3.0,2125.0,SINGLE_FAMILY,8276.0
98969043,117 SE San Fratello,34984,320000.0,,,,LOT,0.31000918273645545
103517954,2825 SE Pace Dr,34984,97500.0,,,,SINGLE_FAMILY,10000.0
47828000,414 SE Whitmore Dr,34984,369900.0,2.0,3.0,1711.0,SINGLE_FAMILY,10000.0
103593328,1612 SW Angelico Ln,34984,105000.0,0.0,,,LOT,10000.0
47842204,3304 SE West Snow Rd,34984,330000.0,2.0,3.0,2006.0,SINGLE_FAMILY,0.3
47827460,1705 SE Aires Ln,34984,290000.0,2.0,3.0,1786.0,SINGLE_FAMILY,10000.0
47828466,462 SW Seaflower Ter,34984,287500.0,1.0,2.0,840.0,SINGLE_FAMILY,10001.376
103576657,495 SE Nome Dr,34984,607300.0,,,,LOT,0.0
103594407,2261 SE Wald St,34984,99000.0,,,,LOT,10625.0
47828508,1625 SW Burlington St,34984,225000.0,2.0,3.0,1209.0,SINGLE_FAMILY,0.46000918273645547
47828566,1652 SW Angelico Ln,34984,269000.0,2.0,2.0,1000.0,SINGLE_FAMILY,10000.0
