102966756,6240 NW Gisela St,34986,355900.0,2.0,3.0,1270.0,SINGLE_FAMILY,8800.0
54857842,600 SW Treasure Cv,34986,349900.0,2.0,2.0,1439.0,SINGLE_FAMILY,7777.0
70412052,323 NW Treeline Trce,34986,370000.0,2.0,2.0,1650.0,SINGLE_FAMILY,8538.0
103598400,5825 NW Lisa Ct,34986,419900.0,2.0,3.0,1680.0,SINGLE_FAMILY,0.2533976124885216
47811192,433 SW Fairway Lake Point,34986,355000.0,2.0,2.0,1363.0,SINGLE_FAMILY,6083.0
47811273,1225 NW Sun Terrace Cir APT B,34986,278000.0,2.0,2.0,1152.0,SINGLE_FAMILY,0.0
47813109,806 SW Saint Andrews Cv,34986,362000.0,2.0,3.0,1679.0,SINGLE_FAMILY,5875.0
2057143727,9891 Perfect Dr #A/B,34986,314000.0,3.0,2.0,1196.0,CONDO,0.0
47845710,6444 NW Foxglove St,34986,549900.0,3.0,3.0,2460.0,SINGLE_FAMILY,0.5083792470156107
54774458,689 SW Treasure Cv,34986,380000.0,2.0,2.0,1439.0,SINGLE_FAMILY,7599.0
70412910,594 SW Indian Key Dr,34986,330000.0,2.0,2.0,1552.0,SINGLE_FAMILY,5052.96
47811793,313 NW Tuscany Ln,34986,300000.0,2.0,2.0,1373.0,SINGLE_FAMILY,3629.0
47812340,535 NW Cortina Ln,34986,319900.0,2.0,2.0,1573.0,SINGLE_FAMILY,6109.0
66219369,217 SW Maclay Way,34986,338000.0,2.0,2.0,1684.0,SINGLE_FAMILY,4792.0
70414659,324 SW Coconut Key Way,34986,329000.0,2.0,3.0,1482.0,SINGLE_FAMILY,4792.0
103554476,6460 NW Faye St,34986,115000.0,,,,LOT,0.26
,,,,,,,,
47810808,1438 SW Osprey Cv,34986,699000.0,3.0,4.0,3165.0,SINGLE_FAMILY,0.6
47812765,713 SW Saint Croix Cv,34986,365000.0,2.0,3.0,1587.0,SINGLE_FAMILY,5625.0
47846103,6011 NW Winfield Dr,34986,440000.0,2.0,3.0,1399.0,SINGLE_FAMILY,9700.0
54857977,677 SW Andros Cir,34986,370000.0,2.0,3.0,1847.0,SINGLE_FAMILY,8930.0
102966755,6246 NW Gisela St,34986,364900.0,2.0,3.0,1270.0,SINGLE_FAMILY,8800.0
2056360908,10053 Perfect Dr #61,34986,265000.0,2.0,2.0,1200.0,CONDO,0.0
54858044,706 SW Great Exuma Cv,34986,525000.0,3.0,3.0,2314.0,SINGLE_FAMILY,8189.0
188510102,11057 SW Visconti Way,34986,585000.0,2.0,3.0,1834.0,SINGLE_FAMILY,6490.0
54858379,368 NW Toscane Trl,34986,400000.0,2.0,3.0,2080.0,SINGLE_FAMILY,6142.0
103535249,427 NW Boundary Dr,34986,300000.0,,,,LOT,3698.244
103575388,1580 NW Cataluna Cir,34986,465000.0,3.0,4.0,2534.0,SINGLE_FAMILY,5916.0
47810134,7940 Plantation Lakes Dr,34986,1300000.0,4.0,3.0,3652.0,SINGLE_FAMILY,2.35
47812444,437 SW Horseshoe Bay,34986,430000.0,2.0,3.0,1651.0,SINGLE_FAMILY,7720.0
47812562,894 SW Lake Charles Cir,34986,700000.0,4.0,4.0,3076.0,SINGLE_FAMILY,9872.0
